EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Normal,1.0,Control,2051.9793147366754,BR-001
Christmas,4.9,Control,226.00323684223767,BR-003
Valentine,2.7,Variation1,870.576298388019,BR-017
Valentine,4.2,Control,2257.0653949800817,BR-007
Christmas,1.9,Variation1,2098.4469896168384,BR-016
BlackFriday,3.4,Variation2,1276.4563181992667,BR-002
BlackFriday,4.2,Control,659.4053313461646,BR-014
BlackFriday,1.1,Variation2,614.980609116757,BR-013
Normal,1.0,Control,43.82505876295593,BR-016
Valentine,1.5,Control,653.928090661791,BR-011
Normal,1.0,Control,1002.2066140305569,BR-013
Valentine,1.6,Control,1108.1021155417345,BR-007
Christmas,1.4,Variation1,1224.4294792874146,BR-004
Valentine,1.6,Control,1.0821900162645273,BR-015
Normal,1.0,Control,686.2517779835725,BR-002
Christmas,4.5,Control,2147.266095220299,BR-005
Valentine,1.5,Control,515.4070158079555,BR-010
BlackFriday,3.4,Control,1173.6961786358686,BR-017
Normal,1.0,Variation2,1557.5906527679674,BR-013
BlackFriday,3.3,Variation2,1463.3898366076617,BR-004
Normal,1.0,Control,257.0104113141232,BR-010
BlackFriday,1.5,Control,697.9961108261163,BR-009
Normal,1.0,Control,1666.147581257813,BR-010
BlackFriday,4.7,Control,1386.0810760149639,BR-017
Christmas,4.4,Control,1582.498760188291,BR-014
BlackFriday,4.3,Variation2,1775.2771078880244,BR-006
BlackFriday,4.3,Variation2,1361.7397222404486,BR-008
BlackFriday,2.6,Control,1048.7464835280061,BR-017
Valentine,4.3,Control,865.9367964496831,BR-009
Christmas,1.7,Variation1,1818.2647612741991,BR-007
Normal,1.0,Variation2,384.0695157495839,BR-010
Valentine,3.1,Control,768.5004273695321,BR-012
BlackFriday,3.8,Variation1,2105.1845865922223,BR-007
Christmas,1.3,Control,722.0990216851025,BR-009
Normal,1.0,Control,703.62303380364,BR-016
Normal,1.0,Control,1780.6737896831319,BR-009
Christmas,2.0,Control,1592.4229365448782,BR-014
Normal,1.0,Control,712.0449921679677,BR-013
Christmas,4.0,Control,507.3622737276954,BR-012
Christmas,4.3,Control,467.4107904503114,BR-013
Valentine,4.5,Control,1218.3953865267163,BR-005
BlackFriday,3.3,Variation2,1525.0041930807633,BR-017
Normal,1.0,Control,758.5579981167568,BR-002
Valentine,4.9,Control,2069.3868648715907,BR-002
BlackFriday,2.6,Variation2,1113.4915013367001,BR-017
Valentine,2.0,Variation2,814.1002134349495,BR-001
Normal,1.0,Variation2,1424.1771432214555,BR-005
Valentine,2.3,Control,243.2199663769302,BR-002
Valentine,3.4,Variation2,988.9927991937715,BR-014
BlackFriday,4.9,Control,1504.2492180752079,BR-002
Christmas,1.3,Control,1392.279820838481,BR-006
BlackFriday,1.3,Variation2,228.64693280765658,BR-014
BlackFriday,4.7,Variation2,197.64625201876802,BR-013
Valentine,1.3,Variation2,946.7196337825206,BR-012
Christmas,4.5,Control,2041.1367203462742,BR-006
Normal,1.0,Control,413.7986976769364,BR-011
Normal,1.0,Variation2,664.3789974963317,BR-016
Christmas,4.4,Control,1247.8161486900362,BR-016
BlackFriday,2.3,Control,1372.713636052305,BR-004
BlackFriday,2.7,Control,2055.9384918296887,BR-002
Normal,1.0,Control,1315.969952262629,BR-014
Christmas,3.1,Control,473.42896434729226,BR-009
Normal,1.0,Variation2,361.23721181258685,BR-007
Normal,1.0,Control,690.5498142037475,BR-013
Normal,1.0,Variation2,-1602.5109970820315,BR-017
Valentine,1.5,Variation2,370.9362417318544,BR-014
Christmas,1.3,Control,1674.0650792626843,BR-014
Christmas,3.8,Variation1,1997.215907997534,BR-008
Valentine,1.2,Control,1138.6682614378474,BR-006
Christmas,2.3,Variation2,712.4536738019103,BR-015
Normal,1.0,Variation2,1968.497360075356,BR-011
BlackFriday,3.2,Control,1171.1044617331938,BR-004
Christmas,1.9,Variation2,1109.9907399866001,BR-003
BlackFriday,4.8,Control,1382.8910250465906,BR-006
BlackFriday,1.2,Variation2,1601.9415836638418,BR-010
Christmas,3.5,Variation2,1898.102170624012,BR-016
Christmas,3.7,Control,633.2626653859375,BR-013
Christmas,3.6,Control,75.29820920816573,BR-002
Valentine,4.1,Variation2,1194.6310025076848,BR-002
Christmas,4.0,Control,252.8760390478965,BR-009
Valentine,2.1,Control,1650.6385985737666,BR-014
BlackFriday,1.3,Control,974.658653367572,BR-015
Normal,1.0,Control,1736.3806283638703,BR-012
Christmas,4.5,Variation1,-1134.3714304585496,BR-014
Normal,1.0,Variation1,656.5010488278987,BR-014
BlackFriday,1.3,Control,768.6281796519527,BR-017
BlackFriday,2.1,Variation1,1406.6801123562877,BR-012
Normal,1.0,Variation1,775.0927754977909,BR-010
Christmas,4.3,Variation2,975.3821086280756,BR-001
Normal,1.0,Control,1403.327958368451,BR-009
Normal,1.0,Control,1801.1398925298715,BR-001
Christmas,2.6,Variation2,1996.0943114016218,BR-012
Normal,1.0,Control,968.9977743740128,BR-002
Christmas,3.8,Variation1,1418.176891898396,BR-017
Normal,1.0,Control,1205.0002130028322,BR-006
BlackFriday,3.3,Control,1581.3999174820196,BR-001
Normal,1.0,Control,859.3957682125141,BR-008
Normal,1.0,Control,727.4765748814252,BR-011
BlackFriday,2.1,Control,794.9082405428928,BR-016
Normal,1.0,Variation2,588.6568770342597,BR-010
Christmas,3.9,Variation1,1061.48866005489,BR-009
Normal,1.0,Control,516.8321702890219,BR-002
BlackFriday,2.6,Control,992.7167961772826,BR-006
BlackFriday,1.3,Variation2,898.9428054118032,BR-010
Valentine,1.4,Control,1458.7423120574088,BR-015
BlackFriday,4.2,Control,-1515.7621167874795,BR-011
BlackFriday,3.1,Control,473.40561892605626,BR-007
BlackFriday,2.2,Control,-1968.662854165467,BR-012
Valentine,1.9,Control,917.1721421231556,BR-014
Valentine,2.6,Control,-1988.4296235607737,BR-005
Valentine,2.5,Variation1,850.6595968986694,BR-004
BlackFriday,3.5,Control,1879.522846654013,BR-007
Normal,1.0,Control,1767.807616656154,BR-010
BlackFriday,2.8,Control,1630.9747728143861,BR-002
BlackFriday,2.5,Variation2,1197.4522139960195,BR-001
Christmas,1.6,Variation2,1031.0687769382178,BR-009
BlackFriday,2.8,Variation2,-1279.4276553877748,BR-011
BlackFriday,1.4,Control,544.9223324303673,BR-012
Normal,1.0,Control,1472.2358699579,BR-015
Christmas,4.1,Control,2167.7206182320424,BR-004
Normal,1.0,Control,1864.814517980227,BR-009
BlackFriday,3.5,Control,1545.6139974003647,BR-002
Normal,1.0,Variation2,2221.301768173092,BR-006
Christmas,3.2,Control,2225.4887274062557,BR-004
BlackFriday,2.0,Control,985.7384192697854,BR-005
Normal,1.0,Control,1776.449756751661,BR-010
Normal,1.0,Variation1,833.3993354417723,BR-014
Valentine,4.0,Control,1667.3948045355069,BR-005
Valentine,2.6,Control,1664.3197586963424,BR-002
BlackFriday,3.0,Variation1,-757.0956873113837,BR-015
Christmas,4.0,Control,1394.3346115468362,BR-011
Normal,1.0,Control,844.3968700817555,BR-017
Normal,1.0,Variation1,999.0368260678547,BR-015
Christmas,3.0,Control,980.1056696483898,BR-011
Valentine,4.7,Variation2,1348.4200870952482,BR-012
Christmas,2.9,Control,2560.637770695892,BR-015
BlackFriday,2.9,Control,1170.0774159258629,BR-003
BlackFriday,3.1,Variation2,-2780.962452321765,BR-017
Normal,1.0,Control,1645.7439684561418,BR-005
BlackFriday,4.0,Control,1434.3931489109655,BR-001
Christmas,4.3,Control,851.8598060820235,BR-010
Christmas,3.4,Variation2,1633.1651711324719,BR-006
BlackFriday,3.2,Control,2151.957591352689,BR-008
Normal,1.0,Variation2,535.0600454832149,BR-013
Valentine,1.6,Variation2,2030.1237265364023,BR-008
BlackFriday,1.2,Control,1185.4178621818603,BR-003
Normal,1.0,Control,880.847810829344,BR-016
Normal,1.0,Variation2,1998.9012553610626,BR-009
Christmas,4.8,Variation2,2711.796192034474,BR-001
Christmas,2.9,Variation2,2478.6134599901916,BR-015
Normal,1.0,Variation1,1466.8896889053865,BR-008
BlackFriday,1.6,Control,2397.4094833766194,BR-001
Normal,1.0,Control,629.4331019420115,BR-012
BlackFriday,2.3,Variation1,1926.4087106949285,BR-007
Normal,1.0,Variation2,1622.674226627895,BR-008
BlackFriday,1.4,Control,1604.9114649369974,BR-001
Valentine,1.7,Variation1,1239.1112798759218,BR-002
Normal,1.0,Control,1082.3966718713737,BR-013
BlackFriday,2.7,Variation1,1320.096378643372,BR-002
BlackFriday,4.9,Control,-1237.2873934324714,BR-002
Normal,1.0,Variation2,1499.8847266275618,BR-011
Normal,1.0,Control,1322.554005210179,BR-004
Valentine,1.1,Variation2,459.0321923231767,BR-012
Normal,1.0,Variation2,1995.8792177055802,BR-007
BlackFriday,3.1,Variation1,23.727817276615042,BR-004
Christmas,4.3,Variation1,1866.8835890887297,BR-013
BlackFriday,4.6,Variation1,2731.204208001165,BR-012
Valentine,2.2,Variation2,1203.4117466679122,BR-016
Valentine,2.2,Control,535.1694634862056,BR-004
Valentine,4.6,Control,574.8860182363401,BR-011
Christmas,3.7,Control,1710.711981883706,BR-010
Normal,1.0,Control,1987.8583950833358,BR-016
Valentine,1.4,Variation1,755.8945975757157,BR-005
BlackFriday,4.6,Control,2151.8376094051623,BR-005
Valentine,4.2,Control,848.8805840154346,BR-004
Valentine,3.7,Control,-1563.368399739141,BR-009
Christmas,2.4,Variation1,2049.5222613668725,BR-012
Valentine,1.8,Variation1,2352.010959990029,BR-012
BlackFriday,5.0,Control,2623.618179782945,BR-016
Valentine,2.9,Variation2,1953.035670105749,BR-004
Normal,1.0,Control,1261.7090512141801,BR-016
Valentine,3.4,Control,1578.0861606746716,BR-006
Normal,1.0,Variation1,1765.6535888032486,BR-013
Normal,1.0,Variation1,132.44835722339153,BR-002
Normal,1.0,Variation1,1542.5133177565876,BR-012
Christmas,4.9,Control,1605.1788714515583,BR-013
Valentine,2.0,Control,728.2540858746463,BR-008
Normal,1.0,Control,804.1413888817985,BR-013
BlackFriday,2.8,Control,1112.0727883314148,BR-014
Normal,1.0,Control,891.1510236727225,BR-012
Valentine,1.3,Variation2,1035.2740966248955,BR-001
Normal,1.0,Control,1815.674507400059,BR-005
Christmas,3.4,Variation1,1847.4994555029684,BR-012
Normal,1.0,Variation1,1170.2748494853001,BR-017
BlackFriday,4.4,Control,1263.1170708794618,BR-016
Normal,1.0,Variation1,1595.625083706327,BR-016
BlackFriday,2.2,Control,339.6991982239355,BR-013
Christmas,4.3,Variation2,180.10019431058234,BR-003
Normal,1.0,Variation2,-515.4493059643302,BR-009
BlackFriday,1.8,Variation2,1510.288245103648,BR-003
Valentine,2.2,Control,1427.104755000438,BR-016
Valentine,4.5,Control,637.4385857427336,BR-011
Christmas,3.8,Variation1,1898.2608768772257,BR-014
BlackFriday,2.4,Control,2990.2666965119415,BR-012
Christmas,3.9,Control,1631.4127526616292,BR-006
Valentine,2.1,Variation1,2216.7092768309667,BR-004
Normal,1.0,Control,1234.1305130037008,BR-001
Valentine,3.6,Variation1,11.09126104550767,BR-015
BlackFriday,1.1,Control,567.5370983032934,BR-017
Valentine,1.3,Control,2273.826336086773,BR-011
Normal,1.0,Control,258.2845816666674,BR-007
BlackFriday,2.8,Control,1213.8385096285751,BR-008
Normal,1.0,Control,1346.6849511975108,BR-006
Valentine,1.1,Control,1413.8231129037767,BR-015
Christmas,1.9,Control,1226.7914042013686,BR-014
Normal,1.0,Control,1159.5832304520868,BR-016
Normal,1.0,Control,1577.2866936385706,BR-002
Normal,1.0,Variation1,-1009.6958125221348,BR-017
Christmas,4.0,Control,1088.289744966258,BR-008
Normal,1.0,Control,1268.9962900372607,BR-015
Normal,1.0,Control,1295.1119140580543,BR-015
Normal,1.0,Control,801.954788483406,BR-016
Christmas,4.0,Variation2,1407.7405813432865,BR-014
BlackFriday,3.1,Control,2092.9320167861183,BR-003
Valentine,2.3,Variation2,1182.3137738917278,BR-007
BlackFriday,3.9,Control,735.5822160908444,BR-008
BlackFriday,4.4,Control,295.3909539788186,BR-013
Christmas,3.0,Control,110.31726392262884,BR-010
Normal,1.0,Control,1062.17450420207,BR-007
BlackFriday,1.9,Variation1,1636.6262824575574,BR-017
Christmas,4.5,Control,305.3147239257343,BR-007
Christmas,3.2,Variation2,2112.177252553662,BR-011
Christmas,4.5,Control,1628.1702480117792,BR-010
Christmas,2.6,Variation1,-1488.5448737633963,BR-006
BlackFriday,2.7,Variation2,680.5947671444609,BR-016
Normal,1.0,Control,1001.6843073783583,BR-004
BlackFriday,2.7,Control,154.57735831559975,BR-009
BlackFriday,1.9,Variation1,1039.480120223881,BR-006
BlackFriday,3.7,Variation2,295.69437013451915,BR-013
Christmas,4.5,Variation1,1544.6781753152143,BR-001
Christmas,3.7,Control,1517.441036553408,BR-004
BlackFriday,1.4,Control,392.15068190760786,BR-016
Normal,1.0,Control,2181.078642690095,BR-001
Valentine,2.2,Control,-798.4192844310323,BR-004
Normal,1.0,Control,1241.838784097631,BR-006
Christmas,3.6,Variation2,1035.1610054518906,BR-016
Valentine,2.9,Variation2,1420.8891960640015,BR-011
Valentine,2.4,Control,2020.0336330583955,BR-002
Christmas,4.1,Control,1769.9920336241453,BR-002
Christmas,2.2,Variation2,1228.275665812435,BR-005
Normal,1.0,Control,1855.9927691460423,BR-016
Normal,1.0,Variation2,1344.5943350083114,BR-002
Valentine,4.0,Control,-820.5099703154665,BR-012
Christmas,2.3,Variation1,1941.2090007583438,BR-012
Christmas,1.4,Control,1096.0067963822332,BR-002
BlackFriday,4.9,Variation2,2423.3264799274766,BR-010
Christmas,2.4,Control,1345.2487783767365,BR-017
Christmas,1.3,Control,447.77050189859597,BR-001
Valentine,4.4,Control,2328.672146049939,BR-014
BlackFriday,2.7,Control,398.310286998871,BR-004
Normal,1.0,Control,471.4961334810055,BR-008
Normal,1.0,Variation2,768.6858484129592,BR-013
Normal,1.0,Control,718.1547091778048,BR-013
Normal,1.0,Control,561.7912566672907,BR-009
Valentine,1.7,Control,1067.2441374217763,BR-002
BlackFriday,4.0,Control,1734.7425122843474,BR-004
Valentine,3.4,Variation1,2028.3316676844458,BR-010
Christmas,2.2,Control,1685.6474623025385,BR-012
Christmas,2.5,Control,2362.980030157598,BR-015
Valentine,1.9,Variation1,1954.545676247454,BR-014
Christmas,3.6,Control,2120.5179028313682,BR-006
Christmas,1.4,Control,1512.4904197277053,BR-009
Christmas,3.5,Variation1,190.6993215569088,BR-005
Valentine,3.4,Variation1,2175.9742987405953,BR-001
BlackFriday,3.5,Control,968.8641083632261,BR-011
Normal,1.0,Variation2,2485.8457037734656,BR-005
BlackFriday,1.1,Control,406.1808671168581,BR-010
Christmas,3.2,Variation1,1394.902863338669,BR-001
Normal,1.0,Variation1,552.9933626927414,BR-007
Valentine,3.8,Control,1647.7710769435691,BR-012
Normal,1.0,Control,1150.75302223706,BR-008
BlackFriday,3.4,Variation2,404.6306840548096,BR-007
BlackFriday,1.1,Variation2,1152.330039212673,BR-007
Valentine,2.8,Control,1218.328041325202,BR-014
BlackFriday,1.2,Variation1,1449.2168082565222,BR-005
Valentine,5.0,Variation2,1983.4317281770934,BR-014
Christmas,1.3,Control,1670.4404649738283,BR-012
Normal,1.0,Control,110.77783914061905,BR-003
BlackFriday,2.0,Variation2,2299.9472933699217,BR-015
Normal,1.0,Control,1492.4208281085284,BR-010
BlackFriday,4.0,Variation2,2468.633414459171,BR-005
Normal,1.0,Control,1469.765455675818,BR-006
Christmas,4.6,Variation2,2058.281319423826,BR-014
Valentine,3.0,Control,1014.5493094272604,BR-016
Normal,1.0,Variation1,2172.158200423233,BR-007
Christmas,1.9,Variation2,-753.5931020837135,BR-010
Christmas,5.0,Control,2261.915135503506,BR-002
Normal,1.0,Control,890.328862585494,BR-011
Christmas,4.8,Control,1116.4699069779417,BR-010
Christmas,1.9,Control,2280.5907281471586,BR-017
BlackFriday,2.6,Control,1032.0624218558023,BR-005
Christmas,4.2,Control,-1517.6200357410125,BR-004
Valentine,1.0,Control,685.4065449539421,BR-009
Christmas,4.0,Variation1,637.8376953479384,BR-017
BlackFriday,1.9,Control,1573.7571298251376,BR-017
Valentine,1.4,Variation1,1278.1885274534864,BR-015
Christmas,3.7,Control,2459.7753985938593,BR-003
Valentine,3.4,Variation2,2920.8611786134825,BR-003
BlackFriday,3.4,Variation1,1663.9836285908182,BR-005
Normal,1.0,Control,-422.75747869862755,BR-005
Normal,1.0,Variation2,787.4896750960855,BR-003
Christmas,4.3,Control,1392.484125354226,BR-011
Valentine,3.2,Variation1,957.3950391643652,BR-002
Valentine,1.7,Control,1828.3935049252268,BR-008
BlackFriday,1.8,Control,1170.496117723538,BR-013
Christmas,2.5,Control,1678.131301291268,BR-005
Normal,1.0,Variation1,1011.8998429739319,BR-004
Normal,1.0,Control,1091.524450952923,BR-010
Christmas,1.9,Variation1,65.40666958505518,BR-010
Normal,1.0,Variation2,1544.036324989937,BR-008
Christmas,2.6,Control,441.52590847819425,BR-014
Christmas,4.5,Control,2107.131416965753,BR-003
Normal,1.0,Variation2,2306.616733706924,BR-016
BlackFriday,4.3,Variation1,2406.8688607534045,BR-010
Valentine,3.6,Variation2,626.9291951428651,BR-009
BlackFriday,2.3,Control,284.90022353341163,BR-017
Normal,1.0,Variation2,1535.3533187981975,BR-016
BlackFriday,3.5,Control,1346.7892633513345,BR-010
Normal,1.0,Variation2,1362.3026735208355,BR-004
Normal,1.0,Variation2,1000.3005907227924,BR-001
Valentine,3.9,Control,1276.940636296627,BR-010
Normal,1.0,Variation2,111.45552374756963,BR-015
Christmas,3.4,Variation2,677.0313082801819,BR-004
Normal,1.0,Control,1949.1862632920756,BR-016
Christmas,4.8,Variation2,1360.1938535559889,BR-010
Valentine,1.8,Control,673.5500246236867,BR-002
Valentine,4.4,Control,1564.5503290336358,BR-011
Valentine,1.1,Control,1308.4396762778724,BR-005
Valentine,5.0,Variation2,2218.282727325615,BR-006
Valentine,3.1,Control,1064.953983485502,BR-014
Normal,1.0,Control,-1527.0208155986684,BR-013
Valentine,3.0,Variation2,508.80167473662016,BR-013
Normal,1.0,Variation2,557.1044755214313,BR-009
Christmas,1.9,Control,1566.8432028052978,BR-006
Normal,1.0,Variation2,1842.9290951280364,BR-007
BlackFriday,3.2,Control,1527.727571576461,BR-012
Christmas,2.2,Variation2,2851.2963118761213,BR-004
BlackFriday,1.9,Control,2044.548664789141,BR-009
BlackFriday,1.6,Control,1058.2726422116614,BR-005
Valentine,2.9,Control,613.8804858993286,BR-001
Valentine,4.8,Control,1832.8795098429732,BR-001
Christmas,4.5,Variation2,1474.5059941035745,BR-017
Normal,1.0,Control,199.72969001600111,BR-006
Valentine,1.3,Variation1,231.07559585607845,BR-015
Christmas,4.3,Control,466.4585565092858,BR-015
Valentine,1.7,Control,1340.1546775534414,BR-017
Valentine,3.7,Control,722.1928338125756,BR-017
Normal,1.0,Control,1658.2174900289974,BR-007
Normal,1.0,Control,-707.7652342494317,BR-013
Normal,1.0,Control,688.6985484849307,BR-002
Valentine,3.3,Variation1,732.0810637916405,BR-004
Normal,1.0,Variation2,456.04378507215154,BR-017
Normal,1.0,Variation1,1393.482378123762,BR-015
Normal,1.0,Control,1086.4149729419767,BR-010
Valentine,3.2,Variation1,1810.6783159686108,BR-005
Normal,1.0,Control,1997.1485419197359,BR-002
Valentine,4.0,Control,883.6009093241844,BR-002
Valentine,1.7,Control,995.9572956712027,BR-008
Valentine,1.1,Control,1992.7154025074854,BR-008
Valentine,3.4,Variation1,474.8775214930418,BR-012
BlackFriday,1.5,Variation1,1569.6473079130471,BR-006
Christmas,2.0,Control,990.6957136152229,BR-002
Christmas,2.9,Variation2,951.6351446819414,BR-013
Valentine,2.2,Control,857.3905713836182,BR-011
Christmas,4.5,Variation1,1162.7513066670208,BR-010
BlackFriday,3.6,Variation2,852.8069983280549,BR-008
Valentine,1.8,Variation2,1059.916200008697,BR-010
Normal,1.0,Control,456.31746494393667,BR-016
BlackFriday,1.5,Control,1583.4314970705773,BR-007
Christmas,3.8,Control,421.64349597846547,BR-016
BlackFriday,5.0,Variation2,-1288.3319204238173,BR-003
Christmas,2.2,Variation2,1784.3431933235297,BR-004
Valentine,1.3,Control,859.4694211018223,BR-008
Christmas,4.3,Control,70.64109690233977,BR-010
Valentine,5.0,Variation1,1203.7506785432122,BR-012
BlackFriday,5.0,Control,1952.7883839441442,BR-012
Christmas,2.2,Variation2,85.02864189695958,BR-014
Valentine,3.8,Variation2,2206.895756082305,BR-016
BlackFriday,3.8,Control,1303.8775566361671,BR-017
BlackFriday,4.4,Variation2,1120.5201628165585,BR-005
Valentine,2.1,Control,-1674.1643208632338,BR-012
Normal,1.0,Control,1330.5660413672797,BR-004
Christmas,2.0,Control,1592.821348510379,BR-013
Christmas,2.0,Control,450.0362437326267,BR-015
Christmas,3.0,Variation2,779.7161777618088,BR-008
Valentine,2.7,Control,1352.5949147645326,BR-015
Christmas,2.9,Control,1408.6489543479654,BR-009
BlackFriday,1.3,Control,-2233.4586169461786,BR-006
BlackFriday,3.0,Variation1,178.38775541660547,BR-002
BlackFriday,4.7,Control,1935.0946318367685,BR-002
BlackFriday,4.9,Control,1518.6276450163216,BR-016
Normal,1.0,Variation1,409.4251967605508,BR-010
Christmas,3.3,Variation2,2286.1714953366536,BR-014
BlackFriday,4.3,Control,1767.5253280039526,BR-002
